cell_id,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,DMSO_TF,Drug
file2_cell182,-0.015310447,-0.036009719,-0.009907524,-0.072195112,-0.014795747,-0.018381263,0.015297260872858572,-0.082733646,-0.012399208,-0.012031588,-0.015299408,-0.091293376,-0.042761248,-0.001278422,-0.064984004,-0.065803284,0.010138481472206425,-0.04630656,-0.061236777,-0.102788624,0.038253744,-0.035360762,0.011076366,-0.148647291,-0.014431777,-0.048242948,0.1033515455429637,-0.079837657,-0.025912167,-0.0488632,0.033833047,-0.023914012,-0.028754783,-0.094206654,-0.041637448,0.052788046,0.020351869086267984,0.069534255,0.00652545,0.059166309955022055,0.011734671891482126,0.016684564,0.072763687,-0.124543357,-0.040912803,0.077759271,-0.004569472,-0.10892732,0.043234182,-0.026200402,nan,2
file2_cell183,-0.026156456,-0.041775171,-0.008896449,-0.084325577,-0.014420479,-0.030294834,-0.018133888,-0.08476717,-0.023013323,-0.020579758,-0.041921468,-0.093593926,-0.080447732,-0.025276053,-0.0699499,-0.014104376,0.005456237,-0.06324127,-0.010681709,-0.034579777,-0.04411883,-0.02417865,0.039771161744824535,-0.081322589,0.028632061908614833,-0.002994792,0.05126838,-0.043908137,-0.030797109,0.015707483574506374,-0.005805289,-0.003350914,0.043208071544124566,-0.092549501,-0.007218384,-0.028376079,0.007223871,0.003128619,-0.001958613,-0.024869856,-0.062620513,0.0094027,0.040318036068868475,0.005947407,-0.070861231,-0.004583014,-0.063804025,0.002290717,0.032531041,0.00493483,nan,2
file2_cell184,-0.019229015,-0.041436738,-0.004271878,-0.084998293,-0.012597215,-0.021614487,-0.002071278,-0.0795078,-0.00620347,-0.015822224,-0.028935027,-0.096908145,-0.064515727,-0.047283751,-0.06710389,-0.077511816,0.01883197,-0.036253962,-0.080978224,-0.136336683,0.041354192,-0.021148688,-0.031180089,-0.10906024,-0.009130478,0.004108995,0.069034641,-0.05110994,-0.011027419,-0.006023929,-0.064930331,-0.020494026,0.016058949099141216,-0.111496054,-0.011623503,0.013545941056045344,-0.010157144,0.022065526984184066,-0.001673593,-0.039242786,-0.047982078,0.042361421,-0.040649733,-0.042587384,-0.030713036,-0.000121314,-0.048286795,-0.003941857,0.005388079,-0.030855689,nan,2
file2_cell185,-0.027724082,-0.071332437,-0.045659404,-0.077744832,-0.03002904,0.006768377,-0.079874687,-0.086794284,0.006122893,0.019567146100268246,-0.127250111,-0.193645641,-0.136055251,-0.200669824,-0.072315648,-0.345015276,-0.002648476,-0.004768465,-0.168411993,0.5752392733527251,0.15376933966897655,0.051334786,0.10014460492320895,0.2022657209526521,-0.19032957,-0.74509924,-0.178238606,0.055035409445449275,0.21710193607363254,0.4132659921025994,-0.992751025,1.2196724300293014,-1.150054483,-0.131407339,-0.138727229,-0.70602895,0.056348473,-0.461254233,-0.243876875,0.299568789,0.070936972,0.24997075174063468,-0.695005361,-0.067040232,0.41593612961808263,0.5513954479039663,0.26846617103065296,0.3902403782381654,1.0202978869900183,-0.076741806,nan,2
file2_cell186,-0.037599663,-0.052330807,-0.029713879,-0.080006324,-0.090213131,-0.05696808,-0.011502124,-0.074081063,-0.020943379,-0.115736948,-0.188555853,-0.088843663,0.031579285,0.042668468,-0.177273205,-0.11212373,0.12342046795933852,-0.084986129,-0.094161403,-0.180885813,-0.140785127,0.19408842716158778,0.13910160038664698,-0.079841794,-0.019354721,-0.39744847,0.1989135189644034,0.27057511325176964,0.007362343,0.095126938,-0.347406227,-0.295909753,0.2827094562601737,-0.141999811,-0.023112361,-0.150216097,-0.412228258,-0.021465604,-0.441473974,0.092601342,-0.597319459,0.051390385,-0.525294557,0.082658394,0.11349553076015353,0.1836482997562963,-0.77553603,0.5472118884389318,0.5635295910840953,0.009209143,nan,2
file2_cell187,-0.032731024,-0.055085702,-0.02137177,-0.100344444,-0.008011735,-0.029620122,-0.023924146,-0.118202292,-0.034724417,-0.020621813,-0.055369134,-0.085452175,-0.119090221,-0.087671777,-0.083939032,0.007686609,0.014515763467329348,-0.117371275,0.030342621079434785,-0.069796992,-0.094744804,-0.032616441,0.09763245,0.005612838,-0.017614502,-0.018006473,-0.03430758,-0.098950846,0.001578957,0.077130829,-0.015023913,-0.13488981,0.043255446,-0.017134499,0.019041006666556583,-0.057819468,0.009822044,0.020880425547426418,-0.124042552,0.002620667,-0.195716786,-0.085037587,-0.028313632,-0.070669232,-0.010203188,0.041034835,-0.078678034,-0.036593397,-0.014704684,0.072840072,nan,2
file2_cell188,-0.026601602,-0.043885973,-0.016858126,-0.08342432,-0.017021744,-0.033919921,-0.058765123,0.011309568602802017,-0.017501452,-0.027915753,-0.040548939,-0.070114919,-0.07142494,-0.025259869,-0.088231014,-0.058475084,0.010179963549517753,-0.066639401,-0.027346324,-0.060820638,-0.060413303,0.03811577,0.069582031,-0.051247639,-0.070564246,0.008971199,0.041943157,0.021445793261307907,-0.01524529,0.023134863,-0.033327258,-0.037764562,0.084927102,-0.139155259,-0.029194302,0.007999172,-0.016300379,-0.001237866,-0.01695219,-0.000419417,-0.071493629,-0.030729341,-0.0170122,-0.027444663,-0.064473272,-0.018285692,0.079867306,-0.071825076,-0.099101507,-0.094236978,nan,2
file2_cell189,-0.051027229,-0.245562416,-0.005314375,0.129460551,-0.015714606,0.089534664,0.16986368620675543,0.3426651291759417,0.1697579552608235,-0.082963663,0.3720086370459702,-0.342133444,-0.037672193,-0.16365736,0.010942654294647022,0.083145452,0.3517496722526362,-0.904746963,0.33060779693413245,-0.606592857,-0.4308833,-0.09547591,-0.30400989,0.6261317758978414,0.24758524047520858,1.595714112699654,-0.018541686,-0.448237382,-0.476457683,-1.75498145,-1.056638512,1.5844100240418737,0.018210742,-0.50254694,1.4362696282659189,0.43422214193145425,0.8134787114019485,0.052983995645907764,-1.710258096,-0.76773935,1.5322451341168242,-0.50195193,-1.672247916,-1.318187361,-1.069662434,-2.555868379,2.6812552933853353,-2.098019595,2.0101889141802625,1.572743869415592,nan,2
file2_cell19,-0.0282929,-0.055442274,-0.019093337,-0.116606618,-0.031854608,-0.043092634,-0.091396138,0.060153625,-0.028798171,-0.033755109,-0.034393148,-0.061658033,-0.102428785,-0.039010336,-0.122652871,0.042200836,0.007744963,-0.071984283,-0.085388462,-0.119719551,-0.076908704,0.087804544,0.104535165,-0.085413938,-0.197989568,0.005097856,0.049364628308295404,0.067672927,-0.014455983,0.003306534,-0.066487954,-0.055206678,0.21433680216051934,-0.265990931,-0.06556481,-0.030940008,0.064072861,-0.01101316,0.006023111,0.054422726,-0.075087436,-0.092060442,-0.059442812,-0.066036403,-0.243475048,0.06121584,0.20074011071768322,-0.110545923,-0.281987035,-0.146550389,nan,2
file2_cell190,-0.03277623,0.039005614,-0.070937597,-0.080082814,0.060691991,-0.16238379,0.002209517,-0.204870602,-0.058602957,-0.030119055,0.13199433275601366,-0.372112154,-0.381802999,-0.236053012,-0.01457349,-0.432334824,0.36243192006195274,-0.491324863,0.27226060624192006,-0.126808829,0.21152604439009115,-0.213419571,0.090885431,0.5600446118391883,1.1212480262992697,-0.834854686,-0.236746335,0.5572782906145817,1.3791074475137528,-0.560381513,-2.648199336,-0.581239038,-0.353814676,4.135546627291587,0.018305286469287835,4.739207256065876,4.120906936156982,5.069608325736852,1.5886455669589608,-1.678249811,1.1929657216416971,-1.864131548,1.0769011685967989,-0.170078277,-1.148893714,-0.547088709,0.12705891415978499,-1.092471315,-0.813707207,-0.65330931,nan,2
file2_cell191,-0.021479485,-0.058649468,-0.035011244,-0.082252496,0.006770249,-0.001060057,-0.020791043,-0.082191601,-0.032699188,-0.047783264,-0.023451536,-0.123624297,-0.021112429,0.008243545,0.029587421104970504,-0.08420244,0.015932106084982633,-0.051787385,-0.019564421,-0.125734073,0.080878788,-0.015998385,0.031550158898196845,-0.187822885,-0.074531516,0.00513103,0.10618418519467607,0.042290267,0.2628478258232323,0.021544987535345485,0.089373194,-0.131195405,-0.179476993,-0.006054122,-0.285113336,0.082300485,0.1585134899768229,-0.212932551,-0.041739334,-0.127523379,0.096173651,0.074298922,0.24105939687954372,-0.009953227,-0.010485485,0.070026489,0.33813264617575756,0.1540017121800518,0.20557988316888676,-0.349460621,nan,2
file2_cell192,-0.037426532,-0.055735203,0.013048622844645502,-0.163939109,0.045438793479007915,0.004031421,-0.136012629,-0.01429989,0.011986211484605273,-0.06183813,-0.167114426,-0.181970091,-0.038564388,-0.082272598,-0.079170526,-0.023861618,0.008534246,-0.197865683,-0.178926206,-0.027960593,0.15184927421031677,0.098902659,-0.014551841,-0.453760832,0.018602585476280874,0.10100435109569934,-0.093146281,-0.030503855,-0.105829023,0.14224034516694412,0.082450105,-0.166061089,0.5922866432426844,-0.537862087,-0.820450177,0.099566902,-0.156327817,0.2588624075101525,0.5423379532846295,0.062479666,-0.295241952,0.5873386292037377,0.7111195960967118,-0.478603023,-0.562449809,0.3120271011076226,-0.026041182,-0.263095598,-0.240411193,-0.014686889,nan,2
file2_cell193,-3.27E-06,-0.040024243,-0.048916789,-0.062648706,-0.087715783,-0.089057498,-0.016632665,-0.205377209,-0.191342733,-0.246785809,-0.244738836,0.12255653251418731,-0.151847838,0.18564081873169969,-0.14920124,-0.305610455,0.097233033,-0.131714128,-0.002445512,0.15883867260750778,-0.092787885,-0.070834672,-0.029877614,-0.217998282,0.34975548400331075,-0.574581099,0.17729697727789773,0.6350504272758245,-0.582827767,-0.110636749,-0.347451148,-0.724741322,-0.234736304,-0.049225781,0.14412515011624577,-0.145370651,-0.756681842,0.070955325,-0.144755521,-0.1151788,0.45427953398456145,-0.302863497,-0.532654927,0.20961200686812612,0.4538946147527718,0.9958156266599203,-0.513202649,-0.337484561,-0.471611019,-0.667106146,nan,2
file2_cell194,-0.027228677,-0.038117201,-0.020210765,-0.140965133,-0.017810976,-0.047195286,-0.048530873,-0.185544661,-0.059099318,-0.053475871,-0.131970437,-0.292490233,-0.087172219,-0.020169923,-0.082287824,-0.069154716,-0.087643129,-0.048349315,0.001648447,-0.440985359,0.085974111,0.1885453542401062,-0.04999437,-0.202262551,0.033355398,0.16805258297463946,0.14759995881419455,-0.000873743,0.019225642745014662,0.20013411500007022,-0.100413988,-0.434063995,0.022006030523061743,0.090563514,0.22263630300006523,0.068894389,-0.015446357,-0.127218402,-0.146444901,0.083758319,-0.086420476,-0.065345824,-0.470006587,-0.067110257,-0.165001139,-0.073190624,-0.08254948,0.4225340015104974,-0.183861095,-0.001803267,nan,2
file2_cell195,-0.030012484,-0.038866731,0.00037923,-0.142578998,0.031554678,-0.056709695,0.059607189143756595,-0.086805991,-0.053009991,-0.019901988,-0.049081314,-0.17146331,-0.084282234,-0.158936066,0.007091098,-0.027763753,-0.097992895,-0.017253895,-0.025830313,-0.326165764,0.15897899321017026,-0.628381719,1.3391462366477676,1.0347571243058828,0.24787954469574175,-0.10326702,-0.231016197,-0.028454831,-0.157568515,-0.172662596,0.1409760709087599,-0.271903961,-0.064315618,0.12330745118801383,0.24509912515831178,-0.127354443,0.035821234411020975,-0.048060687,0.14301552391378278,0.089756364,-0.056050715,0.24461030490989918,0.06892074,-0.124188129,0.09882486,0.017349222765811904,-0.089810005,0.2628710944946382,-0.226237084,0.3460496372654021,nan,2
file2_cell196,-0.024245229,-0.046501897,0.024226943874512692,-0.055977513,0.027303669677009684,-0.025510631,-0.016642653,-0.036668563,-0.023590326,-0.017597267,-0.009225262,-0.036425443,-0.042424448,-0.046442374,-0.067275471,-0.029194281,0.019615733535870365,-0.028045844,-0.067702431,-0.125366618,0.019915975561126942,0.0003581,-0.06826629,-0.042119952,-0.023063991,0.000243865,0.010533550660960827,-0.029853001,0.010297421378329598,-0.056127155,0.009657649,-0.008463337,-0.034828344,-0.078769917,0.008774901,0.029603024316349917,-0.011458918,0.009136154,0.041354568,-0.030882519,-0.032296145,0.051072897927378305,0.012680757950712742,0.030131188070528257,0.011571773853468489,0.035670353433997666,-0.027083163,-0.044860171,0.031011216249655443,0.01337852,nan,2
file2_cell197,-0.013551812,-0.028485989,-0.00705133,-0.058292806,-0.013117176,-0.013237662,0.002567611,-0.063314866,-0.009281365,-0.008522756,-0.012265378,-0.069324901,-0.044725134,-0.025252247,-0.034501805,-0.059363797,0.016421335,-0.02965818,-0.043523173,-0.071280694,0.020874204438903955,-0.026053627,-0.005875296,-0.067424786,-0.007923023,-0.026456408,0.038831604,-0.03883132,-0.007747724,-0.015490221,-0.034823982,-0.003416954,0.005671767,-0.055043398,-0.025533032,0.00959155,0.001276528,0.005211002,-0.010986337,0.004582693,-0.013556241,0.018751613717751175,0.006813522,-0.02289874,-0.027995479,0.015647064,-0.016011727,-0.00985547,0.027433457657317358,-0.008681521,nan,2
file2_cell198,-0.029249744,-0.056309425,-0.008799807,-0.105451737,-0.023284057,-0.039959902,-0.029219945,-0.103111518,-0.034731174,-0.031695427,-0.040272395,-0.126473154,-0.11681087,-0.048537367,-0.042229743,-0.057417711,0.004223838,-0.110633697,-0.016222364,-0.08600628,-0.096544583,-0.051103175,0.080078498,-0.121012265,-0.030408717,0.07569394,0.06121445,-0.042013613,-0.102014179,0.042262613,-0.128055342,0.078174111,0.043525155,-0.236300202,-0.021866223,-0.043609432,-0.03710707,0.000126396,-0.031780142,0.022510260504264596,-0.109234548,-0.052935611,-0.075745773,0.036027458,-0.096265246,0.1034272485314276,0.020112658,-0.03590079,0.12873829149882154,-0.166001748,nan,2
file2_cell199,-0.013551812,-0.028485989,-0.00705133,-0.058292806,-0.013117176,-0.013237662,0.002567611,-0.063314866,-0.009281365,-0.008522756,-0.012265378,-0.069324901,-0.044725134,-0.025252247,-0.034501805,-0.059363797,0.016421335,-0.02965818,-0.043523173,-0.071280694,0.020874204438903955,-0.026053627,-0.005875296,-0.067424786,-0.007923023,-0.026456408,0.038831604,-0.03883132,-0.007747724,-0.015490221,-0.034823982,-0.003416954,0.005671767,-0.055043398,-0.025533032,0.00959155,0.001276528,0.005211002,-0.010986337,0.004582693,-0.013556241,0.018751613717751175,0.006813522,-0.02289874,-0.027995479,0.015647064,-0.016011727,-0.00985547,0.027433457657317358,-0.008681521,nan,2
file2_cell2,-0.034250224,-0.019653685,0.11083571385440723,-0.0142833,-0.078002763,0.071500002,0.18546288010103268,-0.159326409,-0.035200423,-0.158838657,0.061962962659602945,-0.038569368,-0.147653239,0.043055324331635315,-0.033579958,0.036359421166537204,-0.440587348,0.5712298125670985,0.12187444475106951,-0.24636258,0.20228178226671456,-0.111194295,-0.23556679,-0.328338685,-0.246664964,-0.466325134,0.14191532296136522,-0.217832114,0.3566094744807861,-0.382045258,0.3211397407926751,-0.472088203,-0.270685752,-0.061572043,0.6737293035447357,0.306859708,0.014954099,0.1544852266140484,0.2873299573259914,0.063752513,1.4931385899707246,0.18974125730854094,-0.635908997,-0.661555508,0.2352737368986143,-0.532721842,-0.611817992,-0.025738724,0.21343547163504833,-0.23190474,nan,2
file2_cell20,-0.04973569,-0.12215242,0.04617809,-0.133644983,-0.004538825,-0.042108978,-0.015656313,-0.076536347,-0.054875887,-0.010528391,-0.06046727,-0.056908863,-0.091197988,-0.134317319,-0.163875717,-0.178244677,0.069487695,0.093989789,-0.154118289,-0.152673401,0.092983296,0.065270363,-0.10560478,0.074154231,0.016691317,-0.090581076,-0.024483292,-0.170631914,-0.004200888,-0.209139409,-0.405946938,-0.3840883,-0.069555258,-0.351779708,-0.196797748,-0.132226961,0.086631,-0.06044522,-0.040693405,-0.30682573,0.043998527680770345,0.3157551311636283,-0.073593836,-0.307916388,0.3880764455103225,0.046336672,-0.015331276,0.034631113,-0.359668429,-0.396107239,nan,2
file2_cell200,-0.017367301,-0.103656977,-0.110168522,-0.11749346,-0.195177869,0.054420113,-0.00026387,-0.160666476,-0.104146647,0.065740334,-0.080745348,-0.150997731,-0.28498218,0.27545254586258233,-0.376157682,-0.515599241,-0.500101134,0.13682482714829952,0.13906047384543022,-0.76553326,-0.032516254,0.9253948381893908,0.3779016373761343,-0.429716032,-0.848208106,-0.662760311,0.47151408860720606,0.015096284,0.6042306001953325,-0.486873409,0.8087259652902916,-0.743190482,0.9148029473207833,0.9835025885608094,1.1183704130417997,0.5997464918610373,-0.187961025,0.2152390065862906,0.26334494880614207,0.610108914,-0.718658981,0.48398850464482557,-1.004688266,-1.281306726,0.12440900213331553,-0.734419706,-0.791196816,-0.715780007,1.2703703980184893,0.5952416836238554,nan,2
file2_cell201,-0.046148621,-0.061050139,-0.080526825,-0.077325744,0.3117549854613369,-0.082646464,-0.048868587,-0.194303043,-0.076310474,0.036207895,-0.022648985,-0.102834109,0.030032049,0.006010334,0.099732439,-0.070880657,-0.194061674,-0.073254735,0.096206296,-0.333463007,0.076487878,-0.237288257,-0.127986025,-0.557140885,-0.17590765,-0.415986414,-0.018154667,0.042674943331344965,-0.252916354,0.067977848,0.479195979,-1.084083136,0.1723276574200617,0.7625250190901994,-0.689046778,0.3807090932421455,0.3391811634697116,0.038774397,-0.274577667,-0.988177691,-0.423983372,2.162350200979125,-0.288079043,0.5058457354241166,0.6537076767149977,0.3714576244178257,1.2076317256455573,1.4183806166124429,-0.314440892,1.3171588623586883,nan,2
file2_cell202,-0.024044052,-0.053216254,-0.014424752,-0.085481749,-0.010782305,-0.011885164,-0.024994074,-0.079880437,-0.02045782,-0.02886998,-0.015508793,-0.034336272,-0.109546278,0.041352452,0.013011357369211872,-0.03249395,0.026563116,0.027021176774906806,-0.102536999,-0.055616187,0.071625249,-0.065576252,0.007478544,-0.109593635,-0.085215908,-0.026139236,0.073840292,-0.079892277,0.098181835,0.057348668,-0.165588772,0.004941548,-0.01132402,-0.1276728,-0.076314464,-0.109744981,0.001434323,-0.149379543,-0.045074086,-0.001168036,0.077531159,0.021913147834666743,-0.241314189,0.017323096,0.11716163922011377,0.029629926202106846,0.11119238739315382,-0.031723666,0.10100646648552579,0.062454032,nan,2
file2_cell203,-0.029487111,-0.074492395,0.016826583,-0.105801554,0.012513233570137115,-0.034036612,0.005220689,-0.062776748,0.027036273717697172,-0.033697202,-0.101119912,-0.032880372,-0.052128837,-0.119206965,-0.105254846,0.00105495,0.011252618112427655,-0.00803341,-0.19714868,-0.171828256,0.017387752718922653,-0.079619303,-0.145533009,-0.069148379,0.12126743231692001,0.19479374206208494,0.18860697888497585,-0.075272706,0.035121039066959486,0.019103927489623147,-0.109527798,-0.021001558,0.069029969,-0.298759148,0.12232625025558357,0.11216912475229288,-0.0267252,0.1335771767151031,0.10031065868659503,-0.395478221,-0.105211678,-0.030428386,-0.165582344,-0.008762759,0.14759779413492127,-0.201862879,-0.145660933,0.15032806822142003,-0.166553515,-0.122046525,nan,2
file2_cell204,0.020444511266504515,-0.836486941,-0.146868341,0.4269015414445355,-0.656865249,-0.037923757,-0.437218421,-0.252409292,1.8126508401406332,-0.071614662,-2.834978523,1.0674918085705758,0.03969735,0.13338224310459088,-0.403107759,-0.451370365,-1.662124051,-0.940594113,-2.835562805,-0.253938618,1.5320788466360493,1.2720010310077832,1.8899456099698426,-0.679035686,-2.131141067,0.8318281488420584,1.4197334219824935,3.183549579588458,-1.875355285,0.6333970327940364,-1.964814301,-0.172377687,0.622210968,-1.103260941,3.152426669515909,1.614757843380474,-0.141298755,-1.373240874,-5.648002351,-7.411844743,4.396306339519009,-8.001486804,5.8080259784433865,4.745356122733774,3.786287993683173,11.204490954144559,0.2329523766443761,-4.320659223,2.4936893018374318,-1.393446762,nan,2
file2_cell205,-0.052244433,-0.079598281,-0.040724883,-0.094546944,-0.116380639,-0.003257155,-0.044238359,-0.007246719,-0.131229134,0.01672084,-0.084142154,-0.081161054,-0.259335917,-0.116425579,1.1189231739187357,-0.139311555,-0.183253217,0.1506115479676355,0.5250648693292179,-0.161237753,-0.190125135,0.2864893888746666,-0.195022853,0.4357558356774375,-0.108217649,-0.16266418,-0.727406415,-0.600160101,-0.629281971,0.17252830089125568,0.5484385381958621,0.980102889,-0.172031667,-1.146544395,-0.257613443,0.7683868756599834,-0.237844978,1.084232712737261,-0.431871015,0.20510762299537577,0.22817318231609743,-0.861049349,-0.907647364,-0.950630202,-0.912805724,-0.429861327,-0.234154709,1.2158244356449541,1.421302482,-0.326474248,nan,2
file2_cell206,-0.026081771,-0.049596042,0.029598834792984006,-0.055579872,0.034245753,-0.027618454,-0.019941922,-0.03209219,-0.026047821,-0.019155769,-0.008703137,-0.030775122,-0.042029317,-0.050081674,-0.072904188,-0.024012814,0.020164355875857177,-0.027768933,-0.071855101,-0.134655611,0.019751404,0.004894186,-0.078981639,-0.03777397,-0.025664378,0.004829506,0.005673498,-0.028311019,0.013396587,-0.06310635,0.017297151581320835,-0.009330029,-0.041784041,-0.082844831,0.014667121485553923,0.033039897,-0.013646169,0.009810279,0.050343863326909516,-0.036973496,-0.035514633,0.056623920699880405,0.013688427,0.039238819,0.018367256,0.039109256,-0.028984628,-0.050872057,0.031625678821494335,0.017167223799659268,nan,2
file2_cell207,-0.018877061,-0.034100443,-0.007830862,-0.069291211,-0.013667799,-0.020444028,-0.006178422,-0.072378101,-0.015082885,-0.013616635,-0.024794574,-0.079578153,-0.059817327,-0.025262305,-0.049478025,-0.040242458,0.011788766792812539,-0.043846467,-0.02964821,-0.055775178,-0.006584252,-0.025261481,0.01340956,-0.073296373,0.007520882,-0.016544272,0.044085931,-0.040976189,-0.017485699,-0.002309719,-0.022564076,-0.003389053,0.021530221,-0.070889092,-0.017795403,-0.006449131,0.00378918,0.00433123,-0.007172276,-0.007860511,-0.034285066,0.014801855901235233,0.020968612280519987,-0.010711731,-0.046105533,0.007100199,-0.036203164,-0.004723912,0.029587100466301367,-0.002928843,nan,2
file2_cell208,-0.013551812,-0.028485989,-0.00705133,-0.058292806,-0.013117176,-0.013237662,0.002567611,-0.063314866,-0.009281365,-0.008522756,-0.012265378,-0.069324901,-0.044725134,-0.025252247,-0.034501805,-0.059363797,0.016421335,-0.02965818,-0.043523173,-0.071280694,0.020874204438903955,-0.026053627,-0.005875296,-0.067424786,-0.007923023,-0.026456408,0.038831604,-0.03883132,-0.007747724,-0.015490221,-0.034823982,-0.003416954,0.005671767,-0.055043398,-0.025533032,0.00959155,0.001276528,0.005211002,-0.010986337,0.004582693,-0.013556241,0.018751613717751175,0.006813522,-0.02289874,-0.027995479,0.015647064,-0.016011727,-0.00985547,0.027433457657317358,-0.008681521,nan,2
file2_cell209,-0.023488259,-0.04522658,0.022012804771947444,-0.056141409,0.024442342569910885,-0.024641847,-0.015282789,-0.038554812,-0.022577418,-0.016954896,-0.009440467,-0.038754343,-0.04258731,-0.044942358,-0.064955475,-0.031329933,0.019389607169206943,-0.028159978,-0.06599082,-0.121537962,0.019983807053515622,-0.001511544,-0.063849731,-0.04391124,-0.021992186,-0.001646205,0.012536724651214318,-0.030488562,0.009020034,-0.053250531,0.006508865,-0.008106112,-0.031961406,-0.077090355,0.006346298,0.028186443968730462,-0.010557396,0.008858299,0.037649439335489664,-0.028371993,-0.030969578,0.048784926,0.012265425712545122,0.026377284118456554,0.008770871,0.034252936747473275,-0.026299434,-0.042382244,0.030757952,0.011816924486466958,nan,2
file2_cell21,-0.023489392,-0.045228488,0.022016116978249147,-0.056141164,0.024446623,-0.024643147,-0.015284823,-0.03855199,-0.022578933,-0.016955857,-0.009440145,-0.038750859,-0.042587066,-0.044944602,-0.064958946,-0.031326738,0.019389945439361535,-0.028159808,-0.06599338,-0.121543689,0.019983705582069713,-0.001508747,-0.063856338,-0.043908561,-0.021993789,-0.001643378,0.012533728,-0.030487611,0.009021945,-0.053254834,0.006513575,-0.008106646,-0.031965695,-0.077092867,0.006349931,0.028188563,-0.010558745,0.008858714,0.037654981964641385,-0.028375749,-0.030971562,0.048788348,0.012266047022224835,0.026382899711583255,0.008775061,0.034255057,-0.026300606,-0.042385951,0.030758331297003533,0.011819260529832445,nan,2
file2_cell210,-0.152423341,0.347409409,-0.185188499,-0.325715288,-0.498398285,-0.496963659,-0.2593434,-0.719388056,-0.711301436,-0.072332192,0.036939873,-2.999265546,-0.448120111,-2.375882889,1.6127557213019363,-1.214112823,0.3373498988789418,-2.344045185,2.6364662889475174,-1.757723443,-1.105675882,-1.557886702,-1.741074561,-0.202566413,-2.196983968,-1.358888416,2.0863969136208294,-1.861555173,-0.26672555,3.3616240834117392,-1.778346647,-5.873346676,1.2010520407123444,0.34954408926228037,1.9756165606847924,1.8327855093168488,3.7623552163245373,-0.1789183,-1.531564116,0.094335043,2.0230862336964908,0.030525646065787268,-4.972234295,-2.334051267,-1.430988365,-1.951718208,2.1157573811001136,-4.781778977,-3.183957106,-3.220644434,nan,2
file2_cell211,-0.029617135,-0.051747868,0.039034225,-0.076878888,0.031165521938647304,-0.049409486,0.019547564,-0.055956698,-0.044804855,-0.022397587,-0.013320225,-0.064168563,-0.057630467,-0.05787049,-0.096711059,-0.009460059,0.066082858,-0.015629714,-0.109756994,-0.17324088,0.023215669972177114,0.054431083271128375,-0.031208831,-0.085593597,-0.144906105,-0.022310592,-0.063316844,-0.064742556,0.038945065,0.045050297,0.044708013821640046,-0.126259533,-0.200808433,-0.149535777,-0.239671033,0.002290663,0.050218151,0.030239142620859603,-0.09103938,0.071417982,-0.169409856,-0.020002863,-0.034577226,-0.05155688,0.11642062202382085,0.1152191160152087,-0.078751984,-0.07375051,0.1720228749669674,0.10850055491160437,nan,2
file2_cell212,-0.019531809,-0.03479075,-0.007926707,-0.070643484,-0.0137355,-0.021330063,-0.007253761,-0.073492441,-0.015796191,-0.014242936,-0.02633506,-0.080838808,-0.061672937,-0.025263542,-0.051319376,-0.037891457,0.011219184738773879,-0.045590941,-0.02794226,-0.053868749,-0.009960316,-0.025164085,0.015780665049371874,-0.074018294,0.009419736,-0.015325558,0.04473196,-0.041239904,-0.018682999,-0.000689154,-0.0210567,-0.003385623,0.023480043991239777,-0.072837346,-0.016844049,-0.008421359,0.004098114,0.004223061,-0.006703331,-0.009390423,-0.036833709,0.014316226541720167,0.022709004364849204,-0.009213318,-0.048332195,0.006049347,-0.038685735,-0.004092978,0.029851894467993734,-0.002221542,nan,2
file2_cell213,-0.027879964,-0.095764437,0.000993965,-0.268692547,-0.224268913,-0.298327594,0.052846938,-0.091791681,0.15547450452000852,0.1809297672554301,-0.079828301,-0.044052323,0.10157414609955455,-0.782209067,0.083336258,-0.397072992,0.5581151306676837,-0.036982095,-0.637427935,-0.457974407,-0.551077241,-0.192213837,0.11572872125596376,-0.304254931,-1.053294691,-0.579568322,0.000487355,0.2691828061082944,0.18982950876997973,0.4462125932198453,-0.930817168,1.1391275551531839,0.8886664703043524,-0.387418991,0.6991199130819068,-0.710973761,-0.416126398,-0.627330801,-1.550764712,-0.994475746,-1.222853143,0.2728677358997999,-2.392618019,-0.616730842,0.1090212656281107,-0.535648348,1.442212845,-0.104714724,1.2776700709763031,-0.010269023,nan,2
